Código Olla Común;Nombre de las Ollas Comunes;Departamento;Provincia;Distrito;Referencia;Centro Poblado;Cocina;N° Beneficiarios;Estado
X1501190022;VIRGEN DEL CARMEN - LURIN;LIMA;LIMA;LURIN;;LURIN;Con balón de Gas;68;Transitado
X1501190023;SAN ANTONIO;LIMA;LIMA;LURIN;;BUENA VISTA ALTA;Con balón de Gas;55;Transitado
X1501190024;CASA HACIENDA;LIMA;LIMA;LURIN;;;Con balón de Gas;70;Transitado
X1501190025;EL OLIVAR DE LURIN;LIMA;LIMA;LURIN;;;Con balón de Gas;96;Transitado
X1501190026;VIRGEN DE ROSARIO;LIMA;LIMA;LURIN;;;Con balón de Gas;59;Transitado
X1501190027;SANTA ROSA DE LURIN;LIMA;LIMA;LURIN;;;Con balón de Gas;94;Transitado
X1501230001;ELVIS POMEZ;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230002;MANO DE DIOS III ETAPA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230003;VIRGEN DE CHAPI;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230004;LA ESPERANZA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230005;LA ESPERANZA DE BRISAS;LIMA;LIMA;PACHACAMAC;;;No tiene Cocina;77;Transitado
X1501230006;OSB OLLA COMUN SAN MARTIN DE PORRES AMPLIACION AA.HH VIRGEN DE CHAPI - MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;112;Transitado
X1501230007;Paraíso pampa chica;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230008;LAS BRISAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230009;VIÑAS DE JEHOVA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230010;CORAZON DE JESUS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230011;VIRGEN DE LAS MERCEDES;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230012;GABRIELITO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230013;LAS EMPRENDEDORAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230014;OSB OLLA COIMUN SEÑOR DE LOS MILAGROS MZ. G PORTADA III;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;76;Transitado
X1501230015;MUJERES FORTALEZA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230016;OSB OLLA COMUN NIÑO JESUS DEL ASENTAMIENTO HUMANO PORTADA DE MANCHAY II AMPLIACION SECTOR SAN PABLO MIRADOR;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;90;Transitado
X1501230017;MZ D SAN PABLO MIRADOR;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230018;OSB OLLA COMÚN NATIVIDAD DE MARIA MZ F SAN PABLO MIRADOR;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;75;Transitado
X1501230019;24 DE FEBRERO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230020;OSB OLLA COMUN VISTA FLORIDA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230021;OSB OLLA COMUN BUENA VISTA CENTRAL;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;66;Transitado
X1501230022;OSB OLLA COMUN PLATAFORMA DE LA ASOCIACION PROVIVIENDA BUENA VISTA-MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;75;Transitado
X1501230023;VIRGEN DEL ROSARIO II;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230024;OSB SOLIDARIA LA HOYADA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230025;ESPIRITU SANTO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230026;UNIDOS TODOS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230027;SECTOR LAS LOMAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230028;OSB EL BALCON DE MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;73;Transitado
X1501230029;MIRADOR DE ORURO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230030;OSB OLLA COMUN AMPLIACION CPR LA MESETA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;64;Transitado
X1501230031;EL MANA DE DIOS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230032;OSB OLLA COMÚN COCINANDO CON AMOR;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230033;VECINOS UNIDOS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230034;OSB OLLA COMÚN LA SAZÓN DE NUEVA JUVENTUD;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;87;Transitado
X1501230036;OSB OLLA COMÚN SEMBRANDO AMOR Y FELICIDAD;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;85;Transitado
X1501230037;OSB OLLA COMUN VIRGEN DEL ROSARIO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;37;Transitado
X1501230038;OSB OLLA COMUN SECTOR G BELLAVISTA CCSRM;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;70;Transitado
X1501230039;OSB OLLA COMUN BALCON DEL CIELO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;80;Transitado
X1501230040;OSB OLLA COMUN SOLIDARIA LAS TORRES;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;36;Transitado
X1501230041;RESIDENCIAL PAMPACHICA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230042;OSB OLLA COMÚN LAS AZUCENAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;64;Transitado
X1501230043;OSB OLLA COMUN SECTOR F SANTA ROSA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;61;Transitado
X1501230044;NUEVA ESPERANZA SECTOR F PARTE ALTA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230045;ESPERANZA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230046;MUJERES EMPRENDEDORAS SHADAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230047;CORAZON DE JESUSU SEÑOR DE LOS MILAGROS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230048;MUJERES EXITOSAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230049;VIRGEN DE LA ASUNCION;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230050;LA ESPERANZA 2;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230051;OSB OLLA COMÚN UNIÓN Y FUERZA YUPI;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;63;Transitado
X1501230052;OSB CAMINO AL BICENTENARIO UPIS LAS MERCEDES - MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;45;Transitado
X1501230053;MISKI MIKUY;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230054;LA BLOQUETERA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230055;OSB SEÑOR DE ANIMAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;110;Transitado
X1501230056;AMPLIACIÓN TARAPACA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230057;SAGRADO CORAZON DE JESUA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230058;MANOS SOLIDARIAS LOS JAZMINES;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230059;EL NORTEÑO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230060;Cerro azul pedregal;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230061;El trebol;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230062;LA UNION;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230063;OSB OLLA COMÚN CLAVELES PARTE BAJA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;93;Transitado
X1501230064;OSB MANOS SOLIDARIAS LOS JAZMINES;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;41;Transitado
X1501230065;LAS LUCHADORAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230066;SOLIDARIA N 01;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230067;PAMPA LIMAY;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230068;LIZ MEMDOZA DE POMEZ;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230069;ELVIS POMEZ CANO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230070;OSB OLLA COMUN TAMBO VERDE;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;82;Transitado
X1501230071;SANTA ROSA DE LIMA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230072;SAN MARTIN DE PORRES;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230073;OSB OLLA COMUN LAS LUCHADORAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230074;OSB OLLA COMUN LOS LINDEROS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;57;Transitado
X1501230075;OSB OLLA COMUN LAS GUERRERAS DE LOS CIPRESES C.P.R. LA MESETA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;83;Transitado
X1501230076;NUEVO AMANECER SANTA BARBARA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230077;JIREH PARYE BAJA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230078;OSB OLLA COMUN EL MILAGRO DE RENACER - AMPLIACION JIREH;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;84;Transitado
X1501230079;OSB OLLA COMUN VIRGEN DEL ROSARIO AMPLIACIÓN LOS CEDROS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;108;Transitado
X1501230080;MISKI MIKUY;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230081;RESIDENCIAL PAMPACHICA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230082;OSB OLLA COMÚN DIOS PROVEEDOR;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;52;Transitado
X1501230083;OSB OLLA COMUN MUJERES EXITOSAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;99;Transitado
X1501230084;OSB OLLA COMUN SAN ANTONIO DE PADUA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;95;Transitado
X1501230085;JESUS DEL GRAN PODER;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230086;SR. DE ANIMAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230087;OSB OLLA COMUN LA BLOQUETERA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;56;Transitado
X1501230088;OSB OLLAS SOLIDARIAS SAN JUAN MASIAS EL BOSQUE;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;44;Transitado
X1501230089;SECTOR LAS LOMAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230090;EL BALCON DE MANCHAY;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230091;OSB OLLA COMÚN PEDREGAL N°2 HUERTOS DE MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;54;Transitado
X1501230092;VIRGEN DEL CARMEN;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230093;LOS FICUS DE SANTA ROSA DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;65;Cancelado
X1501230094;LOS MORADITOS EN ACCION;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230095;OSB - OLLA COMUN SAN JUAN MASIAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;81;Transitado
X1501230096;OSB OLLA COMUN MUJERES LUCHADORAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;57;Transitado
X1501230097;OSB OLLA COMUN DIOS PROVEERA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;76;Transitado
X1501230098;OSB OLLA COMUN VIRGEN DEL ROSARIO UPIS LOS CLAVELES PARTE ALTA - MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;75;Transitado
X1501230099;ORGANIZACIÓN SOCIAL DE BASE OLLA COMUN DIVINO JESUS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;79;Transitado
X1501230100;OSB OLLA COMUN MUJERES VALIOSAS;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;82;Transitado
X1501230101;OSB OLLA COMUN MANOS MILAGROSAS ASOCIACION DE VIVIENDA SEÑOR DE LOS MILAGROS - MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;70;Transitado
X1501230102;LOS GIRAZOLES;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230103;NATIVIDAD DE MARIA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230104;OSB OLLA COMUN VILLA JESUS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;95;Transitado
X1501230105;MAMITAS SOLIDARIAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230106;OSB OLLA COMUN MUJERES EMPRENDEDORAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;99;Transitado
X1501230107;OSB OLLA COMUN LA SOLIDARIDAD ES PRIMERO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;90;Transitado
X1501230108;DULCES RECUERDOS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230109;OSB OLLA COMÚN LAS MARAVILLAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;76;Transitado
X1501230110;OSB OLLA COMUN 06 DE MARZO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;108;Transitado
X1501230111;BELLA PERLA DE LOS ANDES;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230112;ELVIS POMEZ CANO;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230113;PALMERA DE FRONTERA;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230114;AMPLIACION PARCELA 1 ELVIS POMEZ;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230115;OSB OLLA COMUN CORAZON DE JESUS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;61;Transitado
X1501230116;EL NORTEÑO LOS LUCUMOS DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;40;Cancelado
X1501230117;OSB OLLA COMUN LOS JARDINES DE RETAMAL;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;108;Transitado
X1501230118;MADRES LUCHADORAS;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230119;OSB OLLA COMÚN GOTITAS DE AGUA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230120;OSB OLLA COMUN LIZ Y ELVIS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;36;Transitado
X1501230121;MISQUI MISQUI;LIMA;LIMA;PACHACAMAC;;;Ninguna;0;Cancelado
X1501230122;OSB OLLA COMUN BELLA ESMERALDA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;60;Transitado
X1501230123;OSB OLLA COMUN LAS LUCHADORAS DEL C.P.R RINCONADA ALTA DE PURUHUAY, DISTRITO DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;66;Transitado
X1501230124;OSB OLLA COMUN SOL RADIANTE;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;96;Transitado
X1501230125;OSB OLLA COMUN ESPERANZA DE VILLA HERMOSA PARTE ALTA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;79;Transitado
X1501230126;OSB OLLA COMÚN MIRADOR DE LOS ANGELES;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;105;Transitado
X1501230127;OSB OLLA COMUN CRISTO TE AMA SECTOR G BELLAVISTA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;68;Transitado
X1501230128;OSB OLLA COMUN JIREH PARTE BAJA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;87;Transitado
X1501230129;OSB OLLA COMUN SEMBRANDO SEMILLAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;65;Transitado
X1501230130;LAS SOLIDARIAS DE PAMPALIMAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230131;OSB OLLA COMUN LAS SOLIDARIAS DE PAMPALIMAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;66;Transitado
X1501230132;OSB OLLA COMUN SANTISIMA CRUZ DE PAUL POBLET;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230133;OSB OLLA COMUN UNIDOS SIEMPRE;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;85;Transitado
X1501230134;OSB OLLA COMUN SEÑOR DE QUINUAPATA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;76;Transitado
X1501230135;OSB OLLA COMÚN MUJERES EMPRENDEDORAS PROYECTO PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;86;Transitado
X1501230136;OSB OLLA COMUN LAS EMPRENDEDORAS DE PAMPA LIMAY;LIMA;LIMA;PACHACAMAC;;PAMPA LIMAY;Con balón de Gas;46;Transitado
X1501230137;OSB OLLA COMUN PARAISO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;84;Transitado
X1501230138;OSB 24 DE FEBRERO;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;46;Transitado
X1501230139;OSB OLLA COMUN UPIS CORAZON DE JESUS AMPLIACIÓN;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;58;Transitado
X1501230140;OSB OLLA COMUN VIRGEN DEL ROSARIO II UPIS LOS CLAVELES PARTE ALTA - MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;68;Transitado
X1501230141;OSB OLLA COMUN VIÑAS DE JEHOVA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;34;Transitado
X1501230142;OSB OLLA COMUN RESIDENCIAL PAMPA CHICA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;38;Transitado
X1501230143;VIRGEN DEL ROSARIO II DE LOS CLAVELES;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230144;SIEMPRE UNIDOS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;15;Cancelado
X1501230145;OSB OLLA COMUN MISKY MIKUY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;56;Transitado
X1501230146;JUNTOS POR UNA CAUSA MIRADOR DEL INCA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230147;OSB OLLA COMUN EL MIRADOR JUNTOS POR UNA CAUSA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;73;Transitado
X1501230148;OSB OLLA COMUN MUJERES LUCHADORAS, DEL CENTRO POBLADO RURAL SAN JUAN - DISTRITO DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;MANCHAY BAJO;Con balón de Gas;41;Transitado
X1501230149;OLLA COMUN MISKI MIKUY;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;0;Cancelado
X1501230150;OSB OLLA COMUN MISKI MIKUY II;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;55;Transitado
X1501230151;OSB OLLA COMUN FILADELFIA;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;60;Transitado
X1501230152;MANOS SOLIDARIAS DE CURVA ZAPATA;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;0;Cancelado
X1501230153;MANOS SOLIDARIAS DE CURVA ZAPATA;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;0;Cancelado
X1501230154;OSB OLLA COMUN MANOS SOLIDARIAS DE CURVA ZAPATA - PACHACAMAC;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;65;Transitado
X1501230155;OSB OLLA COMUN LOS FRUTALES DE COLLANAC;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;37;Transitado
X1501230156;OSB OLLA COMUN DIOS PROVEERÁ II DE PAMPA LIMAY;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;53;Transitado
X1501230157;OSB OLLA COMUN LAS SEMILLITAS DE LA FLORIDA;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;60;Transitado
X1501230158;OSB OLLA COMUN PAZ Y AMOR;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;69;Transitado
X1501230159;OSB OLLA COMUN LOS GIRASOLES DE MANCHAY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;72;Transitado
X1501230160;OSB OLLA COMUN COCINANDO CON AMOR Y ESPERANZA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;49;Transitado
X1501230161;OSB OLLA COMUN SANTISIMA CRUZ DEL VALLE;LIMA;LIMA;PACHACAMAC;;;Ninguna;143;Transitado
X1501230162;OSB OLLA COMÚN MISKY MISKY – LA MESETA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;54;Transitado
X1501230163;OSB OLLA COMUN LOS ANGELES DE JESUS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;72;Transitado
X1501230164;OSB OLLA COMUN MADRES LUCHADORAS;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;50;Transitado
X1501230165;OSB OLLA COMUN UNIDOS AVIECO QUEBRADA RETAMAL;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;58;Transitado
X1501230166;OSB OLLA COMUN CHICCHIPAMPA;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;44;Transitado
X1501230167;VIRGEN DEL CARMEN;LIMA;LIMA;PACHACAMAC;;PACHACAMAC;Con balón de Gas;11;Cancelado
X1501230168;OSB OLA COMUN SANTISIMO SALVADOR;LIMA;LIMA;PACHACAMAC;;;No tiene Cocina;37;Transitado
X1501230169;OSB OLLA COMUN FE Y ESPERANZA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;69;Transitado
X1501230170;mujeres fortaleza;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230171;OSB OLLA COMÚN MUJERES FORTALEZA;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;38;Transitado
X1501230172;OSB OLLA COMUN HUERTOS DE RETAMAL;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;24;Transitado
X1501230173;OSB OLLA COMUN KUSY WUASY;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;40;Transitado
X1501230174;LOS MARES DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230175;LOS MARES DE PACHACAMAC;LIMA;LIMA;PACHACAMAC;;;Con balón de Gas;0;Cancelado
X1501230176;OSB OLLA COMUN SEÑOR DE LOS MILAGROS DE TAMBO INGA;LIMA;LIMA;PACHACAMAC;;PUENTE MANCHAY;Con balón de Gas;50;Transitado
X1501230177;OLLA COMUN SANTISIMO SALVADOR;LIMA;LIMA;PACHACAMAC;;MANCHAY ALTO LOTE B;Con balón de Gas;0;En Proceso
X1501240001;SARITA DEL PERÚ;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;49;Transitado
X1501240002;VICTOR ELOY ESPINOZA PEÑA;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;94;Inactivo
X1501240003;VICTORIA PEÑA;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;36;Transitado
X1501240004;LUIS PASCUAL CHAUCA NAVARRO;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;27;Cancelado
X1501240005;NUEVO MUNDO;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;68;Transitado
X1501240006;PUERTO ESPERANZA;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;48;Cancelado
X1501240007;VIRGEN DEL CARMEN;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;235;Cancelado
X1501240008;VIRGEN DE LAS MERCEDES;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;55;Transitado
X1501240009;MI AMIGO CANURIA;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;63;Transitado
X1501240010;"""XXXXX""";LIMA;LIMA;PUCUSANA;;PUCUSANA;Ninguna;0;Cancelado
X1501240011;"""XXXXX""";LIMA;LIMA;PUCUSANA;;PUCUSANA;Ninguna;0;Cancelado
X1501240012;HÉROES DE LA INDEPENDENCIA;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;44;Transitado
X1501240013;VICTOR CANDELA LUYO;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;55;Cancelado
X1501240014;MARIA REYNA DE LA PAZ;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;64;Transitado
X1501240015;AMOR AL PROJIMO;LIMA;LIMA;PUCUSANA;;PUCUSANA;No tiene Cocina;31;Cancelado
X1501240016;FAMILIA DE CORAZON;LIMA;LIMA;PUCUSANA;;PUCUSANA;Con balón de Gas;126;Transitado
X1501250002;9 DE AGOSTO;LIMA;LIMA;PUENTE PIEDRA;;;Ninguna;0;Cancelado
X1501250003;OSB OLLA COMUN 25 DE SETIEMBRE;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;61;Transitado
X1501250004;OSB OLLA COMUN 14 DE NOVIEMBRE;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;136;Transitado
X1501250005;OSB OLLA COMUN EL PARAISO;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;63;Transitado
X1501250006;OSB OLLA COMUN LAS LUCHADORAS;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;33;Transitado
X1501250007;OSB OLLA COMUN POR UN FUTURO MEJOR;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;70;Transitado
X1501250008;OSB OLLA COMUN RAYITO CAÍDO DEL CIELO;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;71;Transitado
X1501250009;HIJOS DE VISTA ALEGRE;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;Con balón de Gas;47;Inactivo
X1501250010;AVE FENIX;LIMA;LIMA;PUENTE PIEDRA;;PUENTE PIEDRA;No tiene Cocina;0;Inactivo
