Código Olla Común;Nombre de las Ollas Comunes;Departamento;Provincia;Distrito;Referencia;Centro Poblado;Cocina;N° Beneficiarios;Estado
X1501390081;PAZ Y AMOR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;40;Transitado
X1501390082;TODOS UNIDOS II PRIMER SECTOR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;43;Cancelado
X1501390083;CRUZ DE CHALPON VALLE ALTO;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;36;Cancelado
X1501390084;LAS BRISAS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;0;Cancelado
X1501390085;LAS PRADERAS DE SANTA ROSA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;30;Cancelado
X1501390086;LOS GUERREROS DEL MIRADOR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;0;Cancelado
X1501390087;SHALOON;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;52;Cancelado
X1501390088;FAMILIAS UNIDAS (ADESEP);LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;30;Transitado
X1501390089;MUJERES LUCHADORAS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;60;Transitado
X1501390090;ATALAYA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;25;Cancelado
X1501390091;PESCADORES PINTEROS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;0;Cancelado
X1501390092;LA RAMADITA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;62;Transitado
X1501390093;AYUDANOS A AYUDAR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;25;Inactivo
X1501390094;MIRAMAR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;58;Transitado
X1501390095;GUIADO POR DIOS;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;24;Inactivo
X1501390096;MADRE TEREZA DE CALCUTA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;79;Transitado
X1501390097;MUJERES EMPODERADAS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;40;Cancelado
X1501390098;FE Y ESPERANZA DEL MIRADOR DE SANTA ROSAB;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;78;Cancelado
X1501390099;DIOS ESTA AQUI;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;45;Transitado
X1501390100;MUJERES EMPRENDEDORAS DE LAS RETAMAS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;70;Transitado
X1501390101;JIREH DE ADESESEP;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;89;Transitado
X1501390102;MANA DE ADESEP;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;87;Cancelado
X1501390103;MUJERES UNIDAS HIJOS DE VILLA HERMOSA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;80;Transitado
X1501390104;LA BOMBONERA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;51;Transitado
X1501390105;BICENTENARIO;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;87;Cancelado
X1501390106;LA VOZ QUE CLAMA;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;61;Transitado
X1501390107;NUEVA GENERACION;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;110;Cancelado
X1501390108;MANOS SOLIDARIAS;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;21;Cancelado
X1501390109;MUJERES LUCHADORAS CON FORTALEZA;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;55;Inactivo
X1501390110;VIRGEN DEL CARMEN;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;79;Transitado
X1501390111;MUJER VIRTUOSA;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;32;Cancelado
X1501390112;MUJERES ESPERANZA;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;20;Transitado
X1501390113;VIRGEN DE GUADALUPE;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;39;Cancelado
X1501390114;ACHURA;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;51;Cancelado
X1501390115;MANA SOLIDARIO;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;51;Cancelado
X1501390116;VECINOS UNIDOS PARTE ALTA LOS PORTALES;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;70;Cancelado
X1501390117;ASOC. LOMAS DE SANTO DOMINGO;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;20;Activo
X1501390118;CREANDO SONRISAS;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;63;Transitado
X1501390119;ARCA DE NOEL;LIMA;LIMA;SANTA ROSA;;;Ninguna;0;Cancelado
X1501390120;CAMINANDO CON CRISTO;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;16;Inactivo
X1501390121;LAS GUERRERAS DEL MIRADOR;LIMA;LIMA;SANTA ROSA;;SANTA ROSA;Con balón de Gas;0;Inactivo
X1501390122;VALIENTES EN CRISTO;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;45;Cancelado
X1501390123;PAZ Y AMOR SECTOR 1;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;52;Transitado
X1501390124;RENACIENDO CAPTUS;LIMA;LIMA;SANTA ROSA;;;Con balón de Gas;36;Transitado
X1501400001;BRISAS DE VILLA;LIMA;LIMA;SANTIAGO DE SURCO;;SANTIAGO DE SURCO;Con balón de Gas;86;Transitado
X1501410001;Villa Victoria por ellos y para ellos;LIMA;LIMA;SURQUILLO;;SURQUILLO;Con balón de Gas;116;Transitado
X1501420001;BALCONES DE VILLA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;157;Transitado
X1501420002;RESIDENTES MIRADOR DE PERCCANACUY;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;96;Transitado
X1501420003;MUJERES GRANDIOSAS NOVENO TRES A;LIMA;LIMA;VILLA EL SALVADOR;;;Con balón de Gas;125;Transitado
X1501420004;BELLO HORIZONTE;LIMA;LIMA;VILLA EL SALVADOR;;;Con balón de Gas;62;Transitado
X1501420005;BENDICIÓN DE DIOS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;67;Cancelado
X1501420006;BUENAVENTURADAS;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420007;CORAZON DE JESUS - OASIS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;130;Transitado
X1501420008;CORAZON DE JESUS NACIONES UNIDAS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;124;Activo
X1501420009;DESAFIO EXTREMO PARA LA FAMILIA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;42;Activo
X1501420010;DIOS PROVEE CON AMOR AL PROJIMO;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420011;ENRIQUE YOTACO YOTACO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;55;Activo
X1501420012;11 DE DICIEMBRE;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;82;Transitado
X1501420013;LOS ANGELES;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;23;Activo
X1501420014;LOS MILAGROS GRUPO K;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420015;MAGDA VILCHEZ RAMON;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420016;MI ANGELITO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;139;Transitado
X1501420017;MUJERES UNIDAS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;107;Activo
X1501420018;EL MUY MUY;LIMA;LIMA;VILLA EL SALVADOR;;;Con balón de Gas;99;Transitado
X1501420019;NUEVA VILLA II;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;97;Cancelado
X1501420020;OLLITA MILAGROSA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;No tiene Cocina;54;Transitado
X1501420021;OLLA SOLIDARIA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;138;Cancelado
X1501420022;PERSONAS CON DISCAPACIDAD NUEVA ERA GRUPO 31;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;100;Cancelado
X1501420023;RENACIENDO LOS VECINOS DE COLLASUYO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Ninguna;85;Cancelado
X1501420024;SAN BENITO VILLA VENECIA, ZONA PLAYA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;123;Transitado
X1501420025;SANTA ROSA;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420026;SANTA ROSA DE VILLA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;84;Activo
X1501420027;SOPA DE AVENA;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;70;Cancelado
X1501420028;UNIDAD VECINAL;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420029;UNIDOS EN CRISTO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;61;Transitado
X1501420030;SANTA ROSA DE VILLA;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420031;OLLA MILAGROSA;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420032;LOS BALCONES;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;0;Cancelado
X1501420033;MUJERES AL MANDO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;67;Cancelado
X1501420034;SIEMPRE CON DIOS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;143;Transitado
X1501420035;LLENA DE BENDICIÓN;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;29;Cancelado
X1501420036;MI NIÑO JESUS;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;64;Cancelado
X1501420037;RENACIENDO VECINOS DE COLLASUYO;LIMA;LIMA;VILLA EL SALVADOR;;VILLA EL SALVADOR;Con balón de Gas;89;Transitado
X1501420038;SOPA DE AVENA;LIMA;LIMA;VILLA EL SALVADOR;;;Ninguna;55;Cancelado
X1501430007;"""YO LA LUCHO""";LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;42;Activo
X1501430008;21 DE DICIEMBRE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430010;24C AMPLIACIÓN CERCADO ACU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;71;Transitado
X1501430015;APLIFEEP;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;58;Transitado
X1501430018;13 SUR A;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;69;Transitado
X1501430021;COMITÉ 9;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;50;Transitado
X1501430022;OLLA DEL COMITÉ VECINAL 22 DE MARZO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;27;Transitado
X1501430024;LA ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;86;Cancelado
X1501430030;EL ARBOLITO N°1 PARTE ALTA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;68;Transitado
X1501430031;EMANUEL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;50;Cancelado
X1501430033;LOS JARDINES DEL PARAISO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;87;Transitado
X1501430035;LA MILAGROSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;90;Transitado
X1501430039;LOS ANDES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;44;Cancelado
X1501430040;LAS MARAVILLAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430041;LOS ANDENES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430042;MADRES AGRUPADAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430043;MALU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;52;Cancelado
X1501430046;MUNDO DE AMOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430049;OLLA MILAGROSA - BUENA VISTA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430050;PARAÍSO MILAGROSO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430051;JOSE BERNAL (SANTA ROSA #2 );LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;48;Cancelado
X1501430052;SOL DE AMERICA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430053;SOL SALIENTE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430055;COMITÉ vecinal 34 - UNIDOS CONTRA EL HAMBRE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430056;VIRGEN DE LAS MERCEDES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;67;Transitado
X1501430057;VECINAL COMITE 5;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;68;Transitado
X1501430058;VIRGEN DE LOURDES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430061;"""MUJERES EMPRENDEDORAS""";LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;73;Transitado
X1501430062;NUEVO AMANECER 14 DE AGOSTO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;44;Cancelado
X1501430065;CRISTO SALVADOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430067;LAS PALMERAS DEL PARAISO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;110;Cancelado
X1501430068;alegrando corazones;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;86;Transitado
X1501430069;TIWINZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430070;La Milagrosa - Buena Vista;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;76;Transitado
X1501430071;AA.HH. EMILIO PONCE HUANAY;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430072;15 DE NOVIEMBRE - JG;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;99;Transitado
X1501430073;30 DE OCTUBRE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;55;Transitado
X1501430074;AAHH AMPLIACIÓN FLOR DE AMANCAES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430077;ALEGRANDO CORAZONES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;No tiene Cocina;2;Cancelado
X1501430078;AMISTAD DE LOMAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;85;Transitado
X1501430083;AMPLIACION LOS JARDINES DEL PARAISO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;64;Transitado
X1501430085;MAMITAS GUERRERAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;36;Activo
X1501430086;Ampliacion El Mirador Valle;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;51;Transitado
X1501430088;ÁNGELES SOLIDARIOS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;100;Transitado
X1501430091;ASOCIACIÓN NUEVO HORIZONTE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430092;ATRAPANDO BENDICIONES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;108;Transitado
X1501430094;BANDERA BLANCA - ANGEL JOFIEL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;52;Transitado
X1501430097;BRILLA EL SOL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;58;Transitado
X1501430099;BUEN SAMARITANO LUIS ALBERTO SANCHEZ;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;107;Transitado
X1501430101;CADENA DE FAVORES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;67;Transitado
X1501430102;CADENA DE FAVORES PERU;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430103;LA CANDELARIA DE NUEVA ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;185;Transitado
X1501430104;CARITA DE ANGEL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;60;Transitado
X1501430106;Siempre Unidas / CERRO MINA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430107;CERRO VERDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;58;Transitado
X1501430108;CON AMOR CHAMPA GRANDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430110;ÁGUILAS NEGRAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430111;MICAELA BASTIDAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;31;Activo
X1501430112;COMITÉ 1;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;34;Cancelado
X1501430113;COMITE 13 SUR A;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430114;COMITÉ 2 SUR A;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430116;COMITE 3 DE MAYO SEGUNDA ETAPA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430118;COMITÉ 4 SUR AMPLIACIÓN;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430122;COMITE 7;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;68;Transitado
X1501430123;COMITE VECINAL H2A4;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430124;RAÍCES DE LOS NIÑOS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;57;Transitado
X1501430126;CON AMOR CHAMPA GRANDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430127;CON AMOR A LAS PERSONAS DISCAPACITADAS Y AL ADULTO MAYOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;124;Transitado
X1501430128;CON AMOR CHAMPA GRANDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;49;Transitado
X1501430129;CONFÍO EN DIOS CON TODO MI CORAZÓN;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430131;CORAZON DE JESUS UNIDOS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;87;Transitado
X1501430132;CORAZONES BONDADOSOS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;48;Transitado
X1501430133;CORONA SANTA ROSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;80;Transitado
X1501430134;CRISTO SALVADOR - LA VENTANA DEL CIELO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;86;Transitado
X1501430137;CRUZ DE MOTUPE DE LA MZ. N ECOLÓGICO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;53;Transitado
X1501430138;SEMILLA DIOS ES AMOR DE CERRO VERDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;89;Transitado
X1501430139;DIOS ES AMOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;63;Transitado
X1501430145;DIOS ES NUESTRO PROVEEEDOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;62;Transitado
X1501430146;TERNURA DE DIOS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Ninguna;0;Cancelado
X1501430148;DIVINO JESUS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;68;Transitado
X1501430149;El arbolito n°2/juntas contra el hambre;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;54;Transitado
X1501430151;EL MIRADOR DE AMANCAES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;80;Transitado
X1501430152;EL MIRADOR DE MARIATEGUI;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430153;EL MIRADOR DEL VALLE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;46;Transitado
X1501430154;EL PODER DE LA OLLA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;59;Transitado
X1501430156;EMANUEL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430158;FE Y ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;79;Activo
X1501430159;FE Y ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430162;FLORES DE AMANCAES;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;57;Transitado
X1501430163;NUEVA FORTALEZA DEL PARAISO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430165;GOTITAS DE ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430166;GOTITAS DE ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;59;Transitado
X1501430168;HALCON SAGRADO CON LA UNION TODO SE PUEDE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430169;HEROES DEL CENEPA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430171;JEHOVA ES MI PASTOR N° 43;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;123;Cancelado
X1501430174;JESÚS MI SALVADOR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Ninguna;53;Cancelado
X1501430175;Jesus Obrando;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;47;Transitado
X1501430176;JESÚS TE RECIBE;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430178;las Angelitas - JOSE UGAZ;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430179;JUAN VALER SANDOVAL;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430181;LA BENDICION DE JESUS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;50;Transitado
X1501430182;LA CAPILLA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430183;LA ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430184;LA ESPERANZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430185;LA ESPERANZA DE 14 DE AGOSTO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;48;Cancelado
X1501430187;LA FAMILIA DE PARAISO SANTA ROSA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;56;Transitado
X1501430188;AMPLIACIÓN LA FLORIDA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;71;Transitado
X1501430189;PAN DE VIDA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;95;Transitado
X1501430191;LA MAR;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430196;LA UNIÓN HACE LA FUERZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;110;Cancelado
X1501430197;OLLA DIGNA LA UNION HACE LA FUERZA;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Con balón de Gas;76;Transitado
X1501430198;LAS ÁGUILAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;;Ninguna;0;Cancelado
X1501430201;LAS COLINAS;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;;VILLA MARIA DEL TRIUNFO;Con balón de Gas;46;Transitado
